,Date,Price,change
0,2022-09-09,82203.99,-0.1
1,2022-09-08,82291.74,0.09
2,2022-09-06,82216.49,-1.3
3,2022-09-05,83314.13,0.4
4,2022-09-02,82985.23,-0.3
5,2022-09-01,83294.72,1.27
6,2022-08-31,82251.05,0.55
7,2022-08-30,81798.11,-1.0
8,2022-08-29,82628.75,0.62
9,2022-08-26,82117.59,-1.0
10,2022-08-25,83004.51,-1.0
11,2022-08-24,83859.49,-0.0
12,2022-08-23,83880.07,0.02
13,2022-08-22,83864.82,-0.9
14,2022-08-19,84655.69,-0.8
15,2022-08-18,85365.08,-0.8
16,2022-08-17,86100.54,1.56
17,2022-08-16,84780.95,-0.1
18,2022-08-15,84886.43,1.02
19,2022-08-12,84029.98,1.61
20,2022-08-11,82702.06,-1.6
21,2022-08-10,84074.63,0.45
22,2022-08-09,83700.07,-0.6
23,2022-08-08,84205.53,0.52
24,2022-08-05,83770.98,0.19
25,2022-08-04,83610.33,2.57
26,2022-08-03,81514.25,-0.0
27,2022-08-02,81567.42,0.17
28,2022-08-01,81427.93,0.21
29,2022-07-29,81253.39,0.08
30,2022-07-28,81185.78,0.54
31,2022-07-27,80749.13,1.4
32,2022-07-26,79637.59,-0.4
33,2022-07-25,80031.12,1.1
34,2022-07-22,79163.24,0.54
35,2022-07-21,78738.58,0.19
36,2022-07-20,78590.17,0.92
37,2022-07-19,77876.36,0.67
38,2022-07-18,77354.97,-0.5
39,2022-07-15,77786.43,-0.0
40,2022-07-14,77816.94,0.09
41,2022-07-13,77744.69,-0.3
42,2022-07-12,78015.96,0.26
43,2022-07-11,77815.79,-1.0
44,2022-07-08,78665.6,0.29
45,2022-07-07,78435.18,1.66
46,2022-07-06,77153.85,0.28
47,2022-07-05,76939.04,-0.9
48,2022-07-04,77640.33,-1.6
49,2022-07-01,78919.17,0.17
50,2022-06-30,78786.86,-1.1
51,2022-06-29,79718.84,-0.9
52,2022-06-28,80455.54,1.01
53,2022-06-27,79650.29,1.05
54,2022-06-24,78821.18,-0.3
55,2022-06-23,79117.4,-1.1
56,2022-06-22,79995.8,0.21
57,2022-06-21,79830.79,-0.6
58,2022-06-20,80349.5,-0.2
59,2022-06-17,80519.03,0.12
60,2022-06-15,80424.91,2.54
61,2022-06-14,78434.16,0.3
62,2022-06-13,78199.06,-0.9
63,2022-06-10,78922.18,-2.1
64,2022-06-09,80642.26,-0.8
65,2022-06-08,81290.25,-0.2
66,2022-06-07,81525.91,-0.2
67,2022-06-06,81729.87,-1.0
68,2022-06-03,82629.31,-1.0
69,2022-06-02,83538.2,0.95
70,2022-06-01,82754.14,-0.1
71,2022-05-31,82865.39,0.68
72,2022-05-30,82307.8,-1.2
73,2022-05-27,83319.65,-0.9
74,2022-05-26,84114.2,-1.3
75,2022-05-25,85235.56,-0.0
76,2022-05-24,85265.44,1.1
77,2022-05-23,84333.69,0.65
78,2022-05-20,83786.28,0.55
79,2022-05-19,83327.36,1.2
80,2022-05-18,82339.83,-1.1
81,2022-05-17,83301.36,1.87
82,2022-05-16,81772.46,0.78
83,2022-05-13,81141.17,0.66
84,2022-05-12,80612.71,0.6
85,2022-05-11,80132.68,-1.0
86,2022-05-10,80961.49,0.18
87,2022-05-09,80812.42,0.03
88,2022-05-06,80786.69,-0.9
89,2022-05-05,81527.22,-2.1
90,2022-05-04,83315.69,1.61
91,2022-05-03,81998.8,-0.0
92,2022-05-02,82029.0,-1.3
93,2022-04-29,83185.41,-1.8
94,2022-04-28,84792.18,0.35
95,2022-04-27,84492.69,0.8
96,2022-04-26,83818.67,-0.1
97,2022-04-25,83966.37,1.37
98,2022-04-22,82828.69,-1.4
99,2022-04-20,84058.62,0.17
100,2022-04-19,83914.68,-1.6
101,2022-04-18,85299.02,-0.6
102,2022-04-14,85814.15,0.34
103,2022-04-13,85522.07,0.26
104,2022-04-12,85300.11,0.24
105,2022-04-11,85099.28,-0.7
106,2022-04-08,85700.69,1.0
107,2022-04-07,84852.82,0.03
108,2022-04-06,84829.75,-0.0
109,2022-04-05,84878.28,-1.3
110,2022-04-04,86051.98,-0.5
111,2022-04-01,86516.05,1.74
112,2022-03-31,85040.32,0.23
113,2022-03-30,84843.13,-1.0
114,2022-03-29,85739.17,1.08
115,2022-03-28,84824.48,-0.2
116,2022-03-25,85075.42,0.35
117,2022-03-24,84775.47,2.21
118,2022-03-23,82943.71,0.22
119,2022-03-22,82759.91,1.75
120,2022-03-21,81335.59,0.58
121,2022-03-18,80868.28,2.53
122,2022-03-17,78870.64,2.28
123,2022-03-16,77109.9,0.44
124,2022-03-15,76772.98,0.04
125,2022-03-14,76743.77,-0.3
126,2022-03-11,77048.11,-1.0
127,2022-03-10,77851.89,-0.3
128,2022-03-09,78156.04,2.71
129,2022-03-08,76096.42,0.3
130,2022-03-07,75869.86,-2.2
131,2022-03-04,77622.07,-0.9
132,2022-03-03,78353.35,0.28
133,2022-03-02,78137.77,0.1
134,2022-02-25,78061.42,0.22
135,2022-02-24,77891.4,-0.5
136,2022-02-23,78311.49,0.84
137,2022-02-22,77662.01,1.23
138,2022-02-21,76717.23,-0.7
139,2022-02-18,77266.23,-0.4
140,2022-02-17,77582.65,-0.0
141,2022-02-16,77652.5,0.2
142,2022-02-15,77496.3,1.2
143,2022-02-14,76574.16,0.07
144,2022-02-11,76521.94,-0.7
145,2022-02-10,77070.92,0.35
146,2022-02-09,76803.0,0.83
147,2022-02-08,76170.14,-0.2
148,2022-02-07,76387.66,-1.1
149,2022-02-04,77264.2,-0.9
150,2022-02-03,78003.05,0.86
151,2022-02-02,77340.96,-0.8
152,2022-02-01,77984.98,-0.4
153,2022-01-31,78324.28,1.41
154,2022-01-28,77238.35,0.6
155,2022-01-27,76781.08,0.71
156,2022-01-26,76239.26,-0.2
157,2022-01-25,76461.12,1.57
158,2022-01-24,75280.49,-1.0
159,2022-01-21,76093.33,-0.0
160,2022-01-20,76121.23,1.05
161,2022-01-19,75333.69,1.57
162,2022-01-18,74167.06,-0.0
163,2022-01-17,74213.35,-0.2
164,2022-01-14,74361.05,0.71
165,2022-01-13,73836.02,-0.4
166,2022-01-12,74160.2,2.21
167,2022-01-11,72554.07,1.38
168,2022-01-10,71566.42,-0.2
169,2022-01-07,71742.54,-0.2
170,2022-01-06,71949.66,-1.0
171,2022-01-05,72728.64,-1.6
172,2022-01-04,73956.67,-0.9
173,2022-01-03,74690.5,-2.1
174,2021-12-30,76305.03,0.6
175,2021-12-29,75848.76,-0.8
176,2021-12-28,76493.33,0.49
177,2021-12-27,76119.11,0.29
178,2021-12-23,75900.47,-0.5
179,2021-12-22,76340.97,0.24
180,2021-12-21,76158.29,0.02
181,2021-12-20,76144.48,-1.1
182,2021-12-17,77031.56,0.82
183,2021-12-16,76402.38,-1.3
184,2021-12-15,77471.56,0.4
185,2021-12-14,77164.11,-1.2
186,2021-12-13,78128.33,0.17
187,2021-12-10,77999.16,0.44
188,2021-12-09,77660.6,-0.9
189,2021-12-08,78435.31,0.87
190,2021-12-07,77758.85,-0.5
191,2021-12-06,78159.95,-0.0
192,2021-12-03,78232.76,1.54
193,2021-12-02,77047.16,2.61
194,2021-12-01,75084.29,-1.0
195,2021-11-30,75885.32,-0.9
196,2021-11-29,76624.1,1.06
197,2021-11-26,75819.95,-1.6
198,2021-11-25,77100.18,1.5
199,2021-11-24,75963.43,0.52
200,2021-11-23,75569.02,1.11
201,2021-11-22,74738.33,-1.3
202,2021-11-19,75739.24,1.07
203,2021-11-18,74936.44,0.31
204,2021-11-17,74705.22,-2.0
205,2021-11-16,76276.46,-1.5
206,2021-11-12,77504.23,-1.3
207,2021-11-11,78545.92,1.07
208,2021-11-10,77714.82,1.82
209,2021-11-09,76322.43,1.31
210,2021-11-08,75333.38,-0.3
211,2021-11-05,75628.62,0.79
212,2021-11-04,75032.92,-2.3
213,2021-11-03,76835.15,2.09
214,2021-11-01,75261.95,1.2
215,2021-10-29,74371.37,-0.8
216,2021-10-28,75034.71,-1.6
217,2021-10-27,76264.88,1.26
218,2021-10-26,75315.97,-1.3
219,2021-10-25,76309.28,1.93
220,2021-10-22,74861.94,-2.0
221,2021-10-21,76452.97,-2.7
222,2021-10-20,78605.04,0.21
223,2021-10-19,78443.95,-2.4
224,2021-10-18,80439.4,0.95
225,2021-10-15,79683.66,0.17
226,2021-10-14,79545.23,-0.0
227,2021-10-13,79594.98,1.39
228,2021-10-11,78501.59,0.65
229,2021-10-08,77992.78,2.08
230,2021-10-07,76401.41,0.27
231,2021-10-06,76192.01,-0.5
232,2021-10-05,76626.7,-1.1
233,2021-10-04,77514.24,-1.7
234,2021-10-01,78892.19,0.76
235,2021-09-30,78295.96,-0.7
236,2021-09-29,78922.55,0.1
237,2021-09-28,78845.5,-1.3
238,2021-09-27,79902.23,-0.2
239,2021-09-24,80060.46,-0.2
240,2021-09-23,80284.84,-0.1
241,2021-09-22,80362.56,0.23
242,2021-09-21,80175.43,1.43
243,2021-09-20,79041.88,-0.9
244,2021-09-17,79775.16,-0.2
245,2021-09-16,79995.96,-0.3
246,2021-09-15,80289.4,-1.1
247,2021-09-14,81208.21,0.46
248,2021-09-13,80832.62,1.5
249,2021-09-10,79634.88,-0.2
250,2021-09-09,79816.49,2.12
251,2021-09-08,78157.77,-3.0
252,2021-09-06,80641.09,0.83
253,2021-09-03,79980.68,-0.6
254,2021-09-02,80513.15,-1.6
255,2021-09-01,81891.92,2.43
256,2021-08-31,79946.19,-0.1
257,2021-08-30,80027.95,-0.7
258,2021-08-27,80588.43,0.52
259,2021-08-26,80171.58,-1.2
260,2021-08-25,81190.48,0.33
261,2021-08-24,80926.44,2.03
262,2021-08-23,79318.89,-1.1
263,2021-08-20,80265.88,2.25
264,2021-08-19,78499.98,2.52
265,2021-08-18,76567.23,-0.6
266,2021-08-17,77062.01,-0.5
267,2021-08-16,77479.0,-0.6
268,2021-08-13,78002.98,1.36
269,2021-08-12,76954.54,-0.7
270,2021-08-11,77542.67,0.07
271,2021-08-10,77491.83,-1.5
272,2021-08-09,78730.2,0.42
273,2021-08-06,78404.69,0.73
274,2021-08-05,77835.14,-1.1
275,2021-08-04,78751.21,-0.4
276,2021-08-03,79110.59,0.13
277,2021-08-02,79011.33,1.1
278,2021-07-30,78147.84,-2.2
279,2021-07-29,79949.95,-0.4
280,2021-07-28,80327.08,0.46
281,2021-07-27,79962.49,0.18
282,2021-07-26,79815.74,-0.6
283,2021-07-23,80336.82,-1.2
284,2021-07-22,81384.99,0.68
285,2021-07-21,80838.22,0.2
286,2021-07-20,80677.94,0.15
287,2021-07-19,80555.27,-0.7
288,2021-07-16,81159.03,-0.0
289,2021-07-15,81178.98,-0.2
290,2021-07-14,81352.36,0.78
291,2021-07-13,80719.77,-0.0
292,2021-07-12,80796.36,1.22
293,2021-07-08,79820.25,-0.8
294,2021-07-07,80525.28,0.81
295,2021-07-06,79880.81,-0.7
296,2021-07-05,80504.77,0.02
297,2021-07-02,80485.38,0.92
298,2021-07-01,79754.79,-0.8
299,2021-06-30,80452.18,-0.6
300,2021-06-29,81000.21,-0.7
301,2021-06-28,81646.01,-0.2
302,2021-06-25,81849.59,-1.3
303,2021-06-24,83000.76,0.23
304,2021-06-23,82810.3,-0.5
305,2021-06-22,83286.24,-0.8
306,2021-06-21,83979.05,-0.0
307,2021-06-18,84007.25,0.54
308,2021-06-17,83559.75,-0.3
309,2021-06-16,83880.22,-0.9
310,2021-06-15,84669.77,-0.2
311,2021-06-14,84866.61,1.46
312,2021-06-11,83646.9,-1.0
313,2021-06-10,84503.67,0.89
314,2021-06-09,83757.48,-0.9
315,2021-06-08,84530.91,-0.8
316,2021-06-07,85292.62,0.65
317,2021-06-04,84740.13,0.35
318,2021-06-02,84448.39,0.14
319,2021-06-01,84329.13,0.85
320,2021-05-31,83618.99,0.04
321,2021-05-28,83585.43,-0.2
322,2021-05-27,83799.5,-0.0
323,2021-05-26,83846.19,-0.2
324,2021-05-25,84065.52,0.26
325,2021-05-24,83850.29,1.49
326,2021-05-21,82615.73,0.14
327,2021-05-20,82501.05,0.38
328,2021-05-19,82188.28,1.06
329,2021-05-18,81323.2,0.21
330,2021-05-17,81152.15,0.34
331,2021-05-14,80879.03,1.56
332,2021-05-13,79635.95,2.16
333,2021-05-12,77955.96,-2.6
334,2021-05-11,80045.93,1.13
335,2021-05-10,79149.93,-1.3
336,2021-05-07,80260.32,1.35
337,2021-05-06,79194.31,-0.0
338,2021-05-05,79205.54,0.19
339,2021-05-04,79052.52,-1.5
340,2021-05-03,80327.02,0.26
341,2021-04-30,80122.1,-1.3
342,2021-04-29,81175.07,0.65
343,2021-04-28,80654.47,0.95
344,2021-04-27,79895.7,-1.2
345,2021-04-26,80902.72,-0.5
346,2021-04-23,81343.06,0.7
347,2021-04-22,80777.27,-0.5
348,2021-04-20,81193.19,0.34
349,2021-04-19,80915.5,-0.2
350,2021-04-16,81084.32,1.67
351,2021-04-15,79754.81,0.5
352,2021-04-14,79359.83,-0.6
353,2021-04-13,79877.8,-0.6
354,2021-04-12,80400.88,0.47
355,2021-04-09,80021.07,-0.6
356,2021-04-08,80544.35,0.02
357,2021-04-07,80527.04,-0.5
358,2021-04-06,80958.74,0.31
359,2021-04-05,80705.84,0.87
360,2021-04-01,80012.02,-1.1
361,2021-03-31,80913.07,0.93
362,2021-03-30,80168.89,1.75
363,2021-03-29,78789.9,-0.1
364,2021-03-26,78925.56,0.78
365,2021-03-25,78316.68,2.47
366,2021-03-24,76431.53,-2.2
367,2021-03-23,78181.54,-0.2
368,2021-03-22,78363.22,-0.7
369,2021-03-19,78924.6,1.69
370,2021-03-18,77614.61,-0.9
371,2021-03-17,78365.21,1.59
372,2021-03-16,77137.26,0.04
373,2021-03-15,77105.28,1.66
374,2021-03-12,75848.5,0.16
375,2021-03-11,75729.16,1.43
376,2021-03-10,74665.15,2.06
377,2021-03-09,73160.39,0.22
378,2021-03-08,72997.56,-3.3
379,2021-03-05,75494.25,-0.3
380,2021-03-04,75785.78,2.55
381,2021-03-03,73904.02,0.26
382,2021-03-02,73713.28,0.89
383,2021-03-01,73063.7,-1.7
384,2021-02-26,74396.16,-1.8
385,2021-02-25,75764.81,-2.1
386,2021-02-24,77417.98,0.1
387,2021-02-23,77339.49,1.48
388,2021-02-22,76214.48,-3.4
389,2021-02-19,78962.41,-0.4
390,2021-02-18,79277.76,-0.7
391,2021-02-17,79887.73,-1.4
392,2021-02-12,81022.74,-0.6
393,2021-02-11,81541.16,0.23
394,2021-02-10,81354.91,-1.0
395,2021-02-09,82239.91,-0.1
396,2021-02-08,82389.88,0.02
397,2021-02-05,82377.04,0.18
398,2021-02-04,82228.94,-0.2
399,2021-02-03,82399.47,0.78
400,2021-02-02,81763.36,1.33
401,2021-02-01,80689.4,2.24
402,2021-01-29,78922.76,-1.8
403,2021-01-28,80407.13,2.32
404,2021-01-27,78581.65,0.87
405,2021-01-26,77905.07,-1.7
406,2021-01-22,79325.78,-0.9
407,2021-01-21,80070.15,-1.0
408,2021-01-20,80944.15,-1.5
409,2021-01-19,82233.06,-0.2
410,2021-01-18,82424.07,-1.2
411,2021-01-15,83433.82,-0.3
412,2021-01-14,83742.36,1.85
413,2021-01-13,82221.28,0.85
414,2021-01-12,81530.09,0.95
415,2021-01-11,80759.34,-1.9
416,2021-01-08,82376.05,3.52
417,2021-01-07,79577.18,-1.2
418,2021-01-06,80593.64,-1.1
419,2021-01-05,81558.4,-0.4
420,2021-01-04,81955.05,-1.0
421,2020-12-30,82845.94,0.5
422,2020-12-29,82437.03,0.14
423,2020-12-28,82320.49,1.62
424,2020-12-23,81004.23,1.57
425,2020-12-22,79754.15,0.26
426,2020-12-21,79547.3,-1.5
427,2020-12-18,80792.72,-0.2
428,2020-12-17,81023.22,-0.0
429,2020-12-16,81097.63,0.59
430,2020-12-15,80619.95,0.89
431,2020-12-14,79912.62,-0.5
432,2020-12-11,80370.24,2.35
433,2020-12-10,78527.46,0.71
434,2020-12-09,77977.28,-0.1
435,2020-12-08,78085.18,-0.4
436,2020-12-07,78415.12,0.26
437,2020-12-04,78208.45,-0.3
438,2020-12-03,78475.84,0.42
439,2020-12-02,78144.87,0.79
440,2020-12-01,77529.6,0.32
441,2020-11-30,77283.13,-0.4
442,2020-11-27,77637.53,0.02
443,2020-11-26,77618.45,0.91
444,2020-11-25,76918.09,0.89
445,2020-11-24,76235.9,0.74
446,2020-11-23,75673.17,0.07
447,2020-11-20,75619.5,-1.2
448,2020-11-19,76594.22,-0.1
449,2020-11-18,76718.79,-0.6
450,2020-11-17,77187.53,0.55
451,2020-11-16,76768.51,0.78
452,2020-11-13,76171.73,2.42
453,2020-11-12,74373.94,-1.4
454,2020-11-11,75443.43,-1.4
455,2020-11-10,76526.34,0.13
456,2020-11-09,76428.83,0.31
457,2020-11-06,76189.2,0.96
458,2020-11-05,75467.98,3.21
459,2020-11-04,73120.0,2.71
460,2020-11-03,71193.09,1.78
461,2020-10-30,69951.35,-1.5
462,2020-10-29,71021.21,0.12
463,2020-10-28,70934.95,-2.5
464,2020-10-27,72788.92,-0.3
465,2020-10-26,73042.11,0.79
466,2020-10-23,72466.15,0.06
467,2020-10-22,72421.57,0.59
468,2020-10-21,71999.41,0.36
469,2020-10-20,71743.84,1.37
470,2020-10-19,70771.85,-0.2
471,2020-10-16,70921.52,0.21
472,2020-10-15,70776.08,0.9
473,2020-10-14,70142.93,1.05
474,2020-10-13,69415.87,-0.3
475,2020-10-09,69629.0,0.2
476,2020-10-08,69493.19,1.67
477,2020-10-07,68349.38,-0.5
478,2020-10-06,68717.51,-0.3
479,2020-10-05,68957.93,1.05
480,2020-10-02,68242.22,-0.7
481,2020-10-01,68741.3,0.25
482,2020-09-30,68569.31,0.45
483,2020-09-29,68265.42,-0.7
484,2020-09-28,68787.73,-2.5
485,2020-09-25,70607.48,-0.2
486,2020-09-24,70760.83,0.89
487,2020-09-23,70135.47,-1.1
488,2020-09-22,70935.89,0.48
489,2020-09-21,70597.75,-0.1
490,2020-09-18,70666.08,-1.6
491,2020-09-17,71846.29,0.32
492,2020-09-16,71615.22,0.32
493,2020-09-15,71389.88,-0.3
494,2020-09-14,71654.94,1.02
495,2020-09-11,70934.89,-1.7
496,2020-09-10,72215.6,-2.3
497,2020-09-09,73913.37,1.38
498,2020-09-08,72907.87,0.58
499,2020-09-04,72487.91,0.08
500,2020-09-03,72426.59,-1.0
501,2020-09-02,73184.54,0.27
502,2020-09-01,72989.05,1.42
503,2020-08-31,71966.61,-1.7
504,2020-08-28,73217.55,1.16
505,2020-08-27,72379.5,-0.3
506,2020-08-26,72637.21,-1.6
507,2020-08-25,73818.33,1.01
508,2020-08-24,73079.37,1.17
509,2020-08-21,72236.95,1.26
510,2020-08-20,71334.73,0.17
511,2020-08-19,71213.24,-0.9
512,2020-08-18,71863.33,2.25
513,2020-08-17,70279.72,-2.5
514,2020-08-14,72113.22,0.57
515,2020-08-13,71707.33,-1.5
516,2020-08-12,72849.95,-1.2
517,2020-08-11,73744.67,-1.4
518,2020-08-10,74854.39,-0.4
519,2020-08-07,75172.68,-1.2
520,2020-08-06,76087.68,2.31
521,2020-08-05,74370.16,0.02
522,2020-08-04,74355.93,-1.9
523,2020-08-03,75816.09,-0.9
524,2020-07-31,76523.66,0.5
525,2020-07-30,76139.19,0.63
526,2020-07-29,75665.49,0.27
527,2020-07-28,75458.66,-0.8
528,2020-07-27,76087.31,1.58
529,2020-07-24,74902.65,-0.3
530,2020-07-23,75167.35,-0.6
531,2020-07-22,75675.38,1.31
532,2020-07-21,74700.31,-0.5
533,2020-07-20,75129.87,1.03
534,2020-07-17,74360.87,2.46
535,2020-07-16,72575.55,-0.3
536,2020-07-15,72824.08,1.52
537,2020-07-14,71731.24,0.12
538,2020-07-13,71644.41,-0.5
539,2020-07-10,72050.39,0.05
540,2020-07-09,72017.48,0.03
541,2020-07-08,71996.52,0.71
542,2020-07-07,71488.07,-0.7
543,2020-07-06,71989.5,0.54
544,2020-07-03,71605.19,1.21
545,2020-07-02,70746.77,-0.2
546,2020-07-01,70885.91,1.04
547,2020-06-30,70159.54,0.82
548,2020-06-29,69589.04,1.59
549,2020-06-26,68502.85,-1.5
550,2020-06-25,69557.99,1.04
551,2020-06-24,68840.97,-1.3
552,2020-06-23,69754.58,-1.0
553,2020-06-22,70481.97,0.18
554,2020-06-19,70358.71,1.29
555,2020-06-18,69459.63,-0.8
556,2020-06-17,70085.73,3.33
557,2020-06-16,67826.99,0.08
558,2020-06-15,67773.57,-0.7
559,2020-06-12,68313.62,-1.3
560,2020-06-10,69266.42,-1.7
561,2020-06-09,70489.88,0.16
562,2020-06-08,70379.8,3.68
563,2020-06-05,67879.29,0.56
564,2020-06-04,67503.38,-0.4
565,2020-06-03,67829.11,0.6
566,2020-06-02,67422.28,1.14
567,2020-06-01,66659.08,0.44
568,2020-05-29,66370.28,-0.3
569,2020-05-28,66574.76,-0.1
570,2020-05-27,66675.18,2.67
571,2020-05-26,64942.48,0.26
572,2020-05-25,64774.54,4.34
573,2020-05-22,62077.59,0.91
574,2020-05-21,61515.74,2.77
575,2020-05-20,59859.11,-0.6
576,2020-05-19,60257.38,-1.5
577,2020-05-18,61189.93,3.61
578,2020-05-15,59058.84,-0.5
579,2020-05-14,59359.09,3.21
580,2020-05-13,57512.63,-1.2
581,2020-05-12,58261.09,-1.5
582,2020-05-11,59166.97,-1.0
583,2020-05-08,59809.31,3.11
584,2020-05-07,58004.3,-3.9
585,2020-05-06,60363.83,-1.3
586,2020-05-05,61200.28,1.4
587,2020-05-04,60355.4,-1.6
588,2020-04-30,61335.14,-1.7
589,2020-04-29,62450.63,0.32
590,2020-04-28,62251.57,2.94
591,2020-04-27,60471.58,3.35
592,2020-04-24,58512.88,-6.0
593,2020-04-23,62253.75,-1.3
594,2020-04-22,63081.36,1.16
595,2020-04-20,62359.38,0.75
596,2020-04-17,61893.48,0.03
597,2020-04-16,61872.81,-0.8
598,2020-04-15,62374.81,0.83
599,2020-04-14,61861.97,3.23
600,2020-04-13,59926.2,0.61
601,2020-04-09,59562.37,1.25
602,2020-04-08,58829.74,1.79
603,2020-04-07,57797.33,1.37
604,2020-04-06,57018.76,2.89
605,2020-04-03,55414.6,-1.3
606,2020-04-02,56195.94,0.74
607,2020-04-01,55784.44,-3.2
608,2020-03-31,57650.79,-0.5
609,2020-03-30,57962.12,1.86
610,2020-03-27,56903.76,-3.4
611,2020-03-26,58926.21,7.36
612,2020-03-25,54886.92,2.91
613,2020-03-24,53336.93,3.2
614,2020-03-23,51681.65,-5.7
615,2020-03-20,54810.36,-2.0
616,2020-03-19,55938.56,-0.3
617,2020-03-18,56119.21,-9.7
618,2020-03-17,62166.85,3.04
619,2020-03-16,60334.51,-9.1
620,2020-03-13,66426.49,8.99
621,2020-03-12,60947.95,-11.0
622,2020-03-11,68939.52,-5.3
623,2020-03-10,72862.37,3.82
624,2020-03-09,70181.75,-7.9
625,2020-03-06,76268.96,-3.5
626,2020-03-05,79053.16,-3.4
627,2020-03-04,81871.13,4.16
628,2020-03-03,78600.38,-0.1
629,2020-03-02,78686.18,4.14
630,2020-02-28,75555.55,0.87
631,2020-02-27,74905.97,-1.7
632,2020-02-26,76253.27,-4.2
633,2020-02-21,79639.35,0.59
634,2020-02-20,79175.28,-1.5
635,2020-02-19,80409.75,0.53
636,2020-02-18,79982.06,0.44
637,2020-02-17,79628.1,1.16
638,2020-02-14,78712.14,-0.3
639,2020-02-13,78983.2,-0.1
640,2020-02-12,79097.71,1.33
641,2020-02-11,78062.3,2.16
642,2020-02-10,76414.25,-1.6
643,2020-02-07,77712.6,-1.6
644,2020-02-06,79039.54,-1.3
645,2020-02-05,80112.76,0.47
646,2020-02-04,79736.1,0.56
647,2020-02-03,79288.75,1.25
648,2020-01-31,78308.77,-1.3
649,2020-01-30,79394.2,-1.1
650,2020-01-29,80331.76,-0.6
651,2020-01-28,80840.15,1.57
652,2020-01-27,79592.6,-1.7
653,2020-01-24,81022.53,-0.0
654,2020-01-23,81053.08,0.75
655,2020-01-22,80446.24,0.59
656,2020-01-21,79974.75,-0.4
657,2020-01-20,80372.27,0.57
658,2020-01-17,79920.64,0.47
659,2020-01-16,79546.55,0.25
660,2020-01-15,79348.04,-0.0
661,2020-01-14,79383.8,0.13
662,2020-01-13,79280.07,0.87
663,2020-01-10,78598.22,1.11
664,2020-01-09,77732.2,0.71
665,2020-01-08,77182.81,0.22
666,2020-01-07,77012.13,-0.4
667,2020-01-06,77381.11,0.03
668,2020-01-03,77360.3,-0.0
669,2020-01-02,77369.61,0.97
670,2019-12-30,76627.21,0.53
671,2019-12-27,76224.11,0.19
672,2019-12-26,76076.22,0.73
673,2019-12-23,75521.52,1.37
674,2019-12-20,74498.7,0.18
675,2019-12-19,74366.68,1.49
676,2019-12-18,73278.29,0.9
677,2019-12-17,72621.72,-0.2
678,2019-12-16,72777.62,0.14
679,2019-12-13,72677.11,1.06
680,2019-12-12,71917.12,0.21
681,2019-12-11,71763.29,0.88
682,2019-12-10,71139.24,0.08
683,2019-12-09,71084.66,0.48
684,2019-12-06,70743.62,0.36
685,2019-12-05,70491.36,0.78
686,2019-12-04,69944.82,0.48
687,2019-12-03,69608.21,0.46
688,2019-12-02,69292.74,-0.1
689,2019-11-29,69397.56,0.76
690,2019-11-28,68875.26,0.59
691,2019-11-27,68471.09,0.41
692,2019-11-26,68190.5,-0.4
693,2019-11-25,68529.26,-0.4
694,2019-11-22,68847.6,0.87
695,2019-11-21,68256.53,1.02
696,2019-11-19,67568.37,-0.4
697,2019-11-18,67853.21,-0.0
698,2019-11-14,67908.4,0.9
699,2019-11-13,67303.34,-0.6
700,2019-11-12,67707.1,-1.0
701,2019-11-11,68389.47,-0.0
702,2019-11-08,68415.09,-0.7
703,2019-11-07,68913.09,0.89
704,2019-11-06,68307.39,0.47
705,2019-11-05,67986.97,-0.6
706,2019-11-04,68403.24,0.21
707,2019-11-01,68256.96,0.45
708,2019-10-31,67949.19,1.08
709,2019-10-30,67224.23,1.85
710,2019-10-29,66004.77,0.48
711,2019-10-28,65691.41,0.64
712,2019-10-25,65270.99,-0.7
713,2019-10-24,65763.63,-0.4
714,2019-10-23,66040.71,-0.1
715,2019-10-22,66143.55,-0.1
716,2019-10-21,66261.27,0.81
717,2019-10-18,65726.61,0.62
718,2019-10-17,65318.85,-0.0
719,2019-10-16,65367.17,0.06
720,2019-10-15,65328.76,-1.5
721,2019-10-14,66339.83,-0.1
722,2019-10-11,66448.69,0.27
723,2019-10-10,66266.97,-0.1
724,2019-10-09,66377.61,0.37
725,2019-10-08,66130.96,-0.4
726,2019-10-07,66446.66,-1.7
727,2019-10-04,67654.1,0.59
728,2019-10-03,67255.43,0.33
729,2019-10-02,67034.7,-1.2
730,2019-10-01,67891.72,-0.3
731,2019-09-30,68121.98,1.1
732,2019-09-27,67378.78,-0.1
733,2019-09-26,67479.23,0.63
734,2019-09-25,67054.41,-0.8
735,2019-09-24,67605.44,-0.6
736,2019-09-23,68053.07,-0.3
737,2019-09-20,68291.56,-1.0
738,2019-09-19,68991.5,1.05
739,2019-09-18,68272.48,0.04
740,2019-09-17,68248.49,0.87
741,2019-09-16,67658.48,-0.2
742,2019-09-13,67829.85,-0.7
743,2019-09-12,68315.66,0.73
744,2019-09-11,67819.51,1.98
745,2019-09-10,66501.18,0.04
746,2019-09-09,66476.65,-1.6
747,2019-09-06,67621.86,-0.6
748,2019-09-05,68031.94,0.05
749,2019-09-04,67997.78,0.77
750,2019-09-03,67480.98,-1.2
751,2019-09-02,68355.1,0.73
752,2019-08-30,67856.73,1.39
753,2019-08-29,66928.46,1.0
754,2019-08-28,66264.27,0.57
755,2019-08-27,65891.87,0.15
756,2019-08-26,65793.05,-0.5
757,2019-08-23,66156.84,-1.4
